"TIME","GEO","UNIT","ICHA11_HC","ICHA11_HF","Value","Flag and Footnotes"
"2011","Denmark","Million euro","Current health care expenditure (CHE)","Government schemes","21,043.06",""
"2011","Denmark","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2011","Denmark","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","461.97",""
"2011","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","All financing schemes","289,789.00",""
"2011","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","241,162.00",""
"2011","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","Government schemes","19,568.00",""
"2011","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","221,595.00",""
"2011","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","8,275.00",""
"2011","Estonia","Million euro","Current health care expenditure (CHE)","All financing schemes","970.49",""
"2011","Estonia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","744.27",""
"2011","Estonia","Million euro","Current health care expenditure (CHE)","Government schemes","106.77",""
"2011","Estonia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","637.50",""
"2011","Estonia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","16.46",""
"2011","Ireland","Million euro","Current health care expenditure (CHE)","All financing schemes","18,292.67",""
"2011","Ireland","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","13,233.25",""
"2011","Ireland","Million euro","Current health care expenditure (CHE)","Government schemes","13,177.04",""
"2011","Ireland","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","56.22",""
"2011","Ireland","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","2,515.25",""
"2011","Greece","Million euro","Current health care expenditure (CHE)","All financing schemes","18,835.69",""
"2011","Greece","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","12,425.33",""
"2011","Greece","Million euro","Current health care expenditure (CHE)","Government schemes","4,202.25",""
"2011","Greece","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","8,223.08",""
"2011","Greece","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","551.81",""
"2011","Spain","Million euro","Current health care expenditure (CHE)","All financing schemes","97,177.89",""
"2011","Spain","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","71,666.98",""
"2011","Spain","Million euro","Current health care expenditure (CHE)","Government schemes","67,641.28",""
"2011","Spain","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","4,025.70",""
"2011","Spain","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","4,995.41",""
"2011","France","Million euro","Current health care expenditure (CHE)","All financing schemes","230,600.44",""
"2011","France","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","175,445.55",""
"2011","France","Million euro","Current health care expenditure (CHE)","Government schemes","11,373.91",""
"2011","France","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","164,071.60",""
"2011","France","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","31,584.12",""
"2011","Croatia","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2011","Croatia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2011","Croatia","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2011","Croatia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2011","Croatia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2011","Italy","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2011","Italy","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2011","Italy","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2011","Italy","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2011","Italy","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2011","Cyprus","Million euro","Current health care expenditure (CHE)","All financing schemes","1,300.54",""
"2011","Cyprus","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","610.98",""
"2011","Cyprus","Million euro","Current health care expenditure (CHE)","Government schemes","601.79",""
"2011","Cyprus","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","9.20",""
"2011","Cyprus","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","128.54",""
"2011","Latvia","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2011","Latvia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2011","Latvia","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2011","Latvia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2011","Latvia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2011","Lithuania","Million euro","Current health care expenditure (CHE)","All financing schemes","2,031.79",""
